TDOI,ID,English,Finnish,"Upper LTK group","LTK group name"
01371,R1AE,N/A,Glukokortikoidit (ICS),R1G,Anti-inflammatoriset lääkkeet
01372,N2DB,N/A,Selektiiviset serotoniinin takaisinoton estäjät (SSRI),N2D,Masennuslääkkeet
01373,P02CF01,ivermectin,Ivermektiini,P1BA,Sukkulamatolääkkeet
01374,A1,N/A,Ruoansulatuskanavan lääkkeet,N/A JSON API,N/A JSON API
01375,J05AB06,ganciclovir,Gansikloviiri,J0AB,Herpes/sytomegalo/Ebstein-Barr -lääkkeet
01376,N1AA,N/A,Yleisanesteetit,N1A,Anestesia-aineet
01377,N06DA04,galantamine,Galantamiini,N2GA,Antikoliiniesteraasit (AKE:n estäjät)
01378,404,,,,
01379,R01AC02,levocabastine,Levokabastiini,R1DC,Muut allergialääkkeet kuin kortikosteroidit
01380,G2AG,N/A,Ovulaation stimuloijat,G2A,Sukupuolihormonit ja sukuelimiin vaikuttavat aineet
01381,N05BA09,clobazam,Klobatsaami,N2EB,Bentsodiatsepiinit
01382,404,,,,
01383,A10AB05,insulin aspart,Aspartinsuliini,A2AA,Pikavaikutteiset
01384,404,,,,
01385,N01BB52,"lidocaine, combinations","Lidokaiini, yhdistelmävalmisteet",N1B,Paikallispuudutteet
01386,A07EC02,mesalazine,Mesalatsiini,A1EF,5-ASA ja sen johdokset
01387,L01XC08,ATCDDD N/A,500,Check manually,
01388,L04AX02,thalidomide,Talidomidi,L1DX,Muut immunosuppressantit
01389,J01MA12,levofloxacin,Levofloksasiini,J1AH,Fluorokinolonit
01390,L01AA06,ifosfamide,Ifosfamidi,L1AA,Alkyloivat aineet
01391,A16AA01,levocarnitine,Levokarnitiini,A1JA,Aminohapot
01392,A2AC,N/A,Insuliinisekoitteet,A2A,Insuliinit
01393,C01DA14,isosorbide mononitrate,Isosorbidimononitraatti,C1AC,Orgaaniset nitraatit
01394,R1DE,N/A,Systeemisesti käytettävät nenän tukkoisuutta vähentävät lääkkeet,R1,"Hengitysteiden lääkkeet  (astma/COPD, antihistamiinit, yskänlääkkeet)"
01395,L04AC03,anakinra,Anakinra,L1DC,Interleukiinien estäjät
01396,B05BA10,combinations,Yhdistelmävalmisteet,B2B,Parenteraaliset ravintovalmisteet
01397,L1CA,N/A,Kasvutekijät,L1C,Immunostimulantit
01398,J2BBG,N/A,Rotavirus,J2BB,Virusrokotteet
01399,R05DB05,pentoxyverine,Pentoksiveriini,R1EA,Yskänärsytystä hillitsevät
01400,R05DA20,combinations,500,Check manually,
01401,N03AA02,phenobarbital,Fenobarbitaali,N2EE,Muut epilepsialääkkeet
01402,J01CA01,ampicillin,Ampisilliini,J1ABA,Laajaspektriset penisilliinit
01403,N2K,N/A,Huimauslääkkeet,N2,"Keskushermoston lääkkeet (mm. psyyken, epilepsian, Parkinsonin ja Alzheimerin taudin lääkkeet)"
01404,B01AC11,iloprost,Iloprosti,B1AE,Prostasykliinianalogit
01405,C09BA03,lisinopril and diuretics,Lisinopriili ja diureetit,C1HA,ACE:n estäjä ja diureetti
01406,G03FB08,dydrogesterone and estrogen,Dydrogesteroni ja estrogeeni,G2AFB,Sekventiaalivalmisteet
01407,N01AH03,sufentanil,Sufentaniili,N1AAC,Opioidianesteetit
01408,H05BX01,cinacalcet,Sinakalseetti,H1FB,Lisäkilpirauhasen toimintaa estävät lääkkeet
01409,A1CA,N/A,Serotoniiniantagonistit,A1C,Pahoinvointilääkkeet
01410,D07BB04,hydrocortisone butyrate and antiseptics,Hydrokortisonibutyraatti ja antiseptit,D1AEB,Keskivahvojen kortikosteroidien yhdistelmät
01411,J05AB09,famciclovir,Famsikloviiri,J0AB,Herpes/sytomegalo/Ebstein-Barr -lääkkeet
01412,M03AC01,pancuronium,Pankuroni,M3AA,Anestesian yhteydessä käytettävät lihasrelaksantit
01413,H03AA01,levothyroxine sodium,Levotyroksiini,H1DA,Kilpirauhashormonit
01414,N06AA06,trimipramine,Trimipramiini,N2DA,Tri- ja tetrasykliset masennuslääkkeet
01415,C10AA02,lovastatin,Lovastatiini,C1PA,Statiinit
01416,N05AD03,melperone,Melperoni,N2AA,Perinteiset psykoosilääkkeet
01417,404,,,,
01418,G04BD08,solifenacin,Solifenasiini,G1DA,Virtsatiespasmolyytit (inkontinenssin ja tiheävirtsaisuuden hoito)
01419,J05AB01,aciclovir,Asikloviiri,J0AB,Herpes/sytomegalo/Ebstein-Barr -lääkkeet
01420,V08AB10,iomeprol,Jomeproli,V5A,Jodia sisältävät varjoaineet
01421,A2AA,N/A,Pikavaikutteiset,A2A,Insuliinit
01422,N02BA01,acetylsalicylic acid,Asetyylisalisyylihappo,M1A,Tulehduskipulääkkeet
01423,N2C,N/A,Unilääkkeet,N2,"Keskushermoston lääkkeet (mm. psyyken, epilepsian, Parkinsonin ja Alzheimerin taudin lääkkeet)"
01424,L02BB03,bicalutamide,Bikalutamidi,L1BBB,Antiandrogeenit
01425,B2BF,N/A,Osmoottiset diureetit,B2B,Parenteraaliset ravintovalmisteet
01426,J1AA,N/A,Tetrasykliinit,J1A,Bakteerilääkkeet
01427,G1A,N/A,Gynekologiset mikrobilääkkeet ja muu paikallishoito,G1,Gynekologiset lääkkeet
01428,L01XA02,carboplatin,Karboplatiini,L1AEA,Platinayhdisteet
01429,J01FA09,clarithromycin,Klaritromysiini,J1AE,Makrolidit
01430,J01DH51,imipenem and cilastatin,Imipeneemi ja silastatiini,J1ACF,Karbapeneemit
01431,L1DD,N/A,Kalsineuriinin estäjät,L1D,Immunosuppressantit
01432,404,,,,
01433,V09CA03,technetium (99mTc) mertiatide,Teknetium[99mTc]-mertiatidi,VG03,Munuaiset
01434,M01AE01,ibuprofen,Ibuprofeeni,M1A,Tulehduskipulääkkeet
01435,A1EA,N/A,Suolistoantibiootit,A1E,Ripulin ja suolistotulehdusten hoito
01436,C1AD,N/A,Muut sydänlääkkeet,C1A,"Sydänlääkkeet (mm. digitalis, inotroopit, nitraatit)"
01437,S01LA01,verteporfin,Verteporfiini,S1K,Uudelleensuonittumisen estoon käytettävät lääkkeet
01438,V03AB21,potassium iodide,Kaliumjodidi,V2A,Myrkytysten antidootit
01439,A03FA02,cisapride,Sisapridi,A1BC,Suolen motiliteettiä lisäävät lääkkeet
01440,404,,,,
01441,N01BB10,levobupivacaine,Levobupivakaiini,N1B,Paikallispuudutteet
01442,N04BC01,bromocriptine,Bromokriptiini,V2A,Myrkytysten antidootit
01443,B01AC30,combinations,Asetyylisalisyylihapon yhdistelmävalmisteet,B1ABB,Asetyylisalisyylihappo ja sen yhdistelmät
01444,S01EB01,pilocarpine,Pilokarpiini,S1DB,Parasympatomimeetit
01445,404,,,,
01446,A10AD05,insulin aspart,Aspartinsuliini,A2AC,Insuliinisekoitteet
01447,404,,,,
01448,B01AD12,protein C,Proteiini C,B1AF,Antikoagulantit
01449,A06AB08,sodium picosulfate,Natriumpikosulfaatti,A1DA,Suolta stimuloivat ulostuslääkkeet
01450,H01BB02,oxytocin,Oksitosiini,G1CA,Kohtua supistavat tai relaksoivat lääkeaineet
01451,N2B,N/A,Rauhoittavat lääkkeet,N2,"Keskushermoston lääkkeet (mm. psyyken, epilepsian, Parkinsonin ja Alzheimerin taudin lääkkeet)"
01452,G03DB01,dydrogesterone,Dydrogesteroni,G2AE,Progestageenit (muu kuin raskauden ehkäisy)
01453,D1E,N/A,Psoriaasilääkkeet,D1,Ihotautien lääkkeet
01454,A14AB01,nandrolone,Nandroloni,A1L,Anaboliset lääkkeet
01455,A16AX05,zinc acetate,Sinkkiasetaatti,A1JC,Muut aineenvaihduntasairauksien lääkkeet
01456,D1HA,N/A,Atooppisen ihottuman lääkkeet,D1,Ihotautien lääkkeet
01457,D01AE14,ciclopirox,Siklopiroksi,D1BA,Paikalliset sienilääkkeet
01458,B1AE,N/A,Prostasykliinianalogit,B1,Veren hyytymiseen vaikuttavat lääkkeet ja anemialääkkeet
01459,404,,,,
01460,M01AE02,naproxen,Naprokseeni,M1A,Tulehduskipulääkkeet
01461,B05BA02,fat emulsions,Rasvaemulsiot,B2B,Parenteraaliset ravintovalmisteet
01462,B05BB02,electrolytes with carbohydrates,Elektrolyytit ja hiilihydraatit,B2BE,Elektrolyyttiliuokset
01463,R1DB,N/A,"Glukokortikoidit, myös yhdistelmävalmisteet",R1D,Nenän tukkoisuutta lievittävät paikallisvalmisteet
01464,J01DE01,cefepime,Kefepiimi,J1ACD,Neljännen polven kefalosporiinit
01465,C1F,N/A,Kalsiumkanavan salpaajat,C1U,Verenpainelääkkeet
01466,404,,,,
01467,M2,N/A,Luukudokseen vaikuttavat lääkkeet,N/A JSON API,N/A JSON API
01468,B01AC07,dipyridamole,Dipyridamoli,B1AB,Verihiutaleiden estäjät
01469,B01AX05,fondaparinux,Fondaparinuuksi,B1AFC,Epäsuorat hyytymistekijä X:n estäjät
01470,A06AC01,ispaghula (psylla seeds),Ispaghula (psylliumin siemenet),A1DB,Suolen sisältöä lisäävät ulostuslääkkeet
01471,J01FA02,spiramycin,Spiramysiini,J1AE,Makrolidit
01472,N05CF03,zaleplon,Tsaleploni,N2CB,Bentsodiatsepiinien kaltaiset unilääkkeet
01473,S1A,N/A,Mikrobilääkkeet,S1,Silmätautien lääkkeet
01474,J04AM06,"rifampicin, pyrazinamide, ethambutol and isoniazid",500,Check manually,
01475,J07AM51,"tetanus toxoid, combinations with diphtheria toxoid",Tetanus-difteriatoksoidirokote,J2BAF,Jäykkäkouristus
01476,A16AB09,idursulfase,Idursulfaasi,A1JB,Entsyymit
01477,S1,N/A,Silmätautien lääkkeet,N/A JSON API,N/A JSON API
01478,J05AF09,emtricitabine,Emtrisitabiini,J1DCB,Käänteiskopioijaentsyymin estäjät
01479,N07AX01,pilocarpine,Pilokarpiini,N2L,Parasympatomimeetit
01480,V08CB01,ferumoxsil,Ferumoksiili,V5C,MRI-kuvausaineet
01481,V08AB02,iohexol,Joheksoli,V5A,Jodia sisältävät varjoaineet
01482,C03EA02,trichlormethiazide and potassium-sparing agents,Trikloorimetiatsidi ja kaliumia säästävät diureetit,C1CD,Kaliumia säästävien ja muiden diureettien yhdistelmät
01483,L01CD02,docetaxel,Dosetakseli,L1AC,Kasvialkaloidit ja muut luonnontuotteet
01484,R1,N/A,"Hengitysteiden lääkkeet  (astma/COPD, antihistamiinit, yskänlääkkeet)",N/A JSON API,N/A JSON API
01485,B05XA05,magnesium sulfate,Magnesiumsulfaatti,B2DA,Elektrolyyttiliuokset ja aminohapot
01486,A1EB,N/A,Hiilivalmisteet,A1E,Ripulin ja suolistotulehdusten hoito
01487,L03AA10,lenograstim,Lenograstiimi,L1CA,Kasvutekijät
01488,R1D,N/A,Nenän tukkoisuutta lievittävät paikallisvalmisteet,R1,"Hengitysteiden lääkkeet  (astma/COPD, antihistamiinit, yskänlääkkeet)"
01489,G03AB03,levonorgestrel and ethinylestradiol,Levonorgestreeli ja etinyyliestradioli,G2AAB,Progestageenin  ja estrogeenin sekventiaalivalmisteet
01490,D01BA02,terbinafine,Terbinafiini,D1BB,Systeemisesti käytettävät sienilääkkeet
01491,N2EC,N/A,Karboksamidijohdokset,N2E,Epilepsialääkkeet
01492,L1AB,N/A,Antimetaboliitit,L1A,Syöpälääkkeet
01493,M01AB08,etodolac,Etodolaakki,M1A,Tulehduskipulääkkeet
01494,S01GX01,cromoglicic acid,Dinatriumkromoglikaatti,S1FB,Allergialääkkeet
01495,N2J,N/A,Riippuvuuden hoitoon tarkoitetut lääkkeet,N2,"Keskushermoston lääkkeet (mm. psyyken, epilepsian, Parkinsonin ja Alzheimerin taudin lääkkeet)"
01496,D1CA,N/A,Ulkoisesti käytettävät aknelääkkeet,D1C,Aknelääkkeet
01497,N03AB05,fosphenytoin,Fosfenytoiini,N2EA,Hydantoiinijohdokset
01498,S01GX07,azelastine,Atselastiini,S1FB,Allergialääkkeet
01499,B01AE06,bivalirudin,Bivalirudiini,B1AD,Suorat trombiinin estäjät
01500,A1DB,N/A,Suolen sisältöä lisäävät ulostuslääkkeet,A1D,Ulostuslääkkeet
01501,C08CA03,isradipine,Isradipiini,C1FA,Pääasiassa verisuonistoon vaikuttavat kalsiumkanavan salpaajat
01502,A01AB09,miconazole,Mikonatsoli,A1GB,"Suun paikallishoito, mikrobilääkkeet"
01503,L01CA03,vindesine,Vindesiini,L1AC,Kasvialkaloidit ja muut luonnontuotteet
01504,S1CA,N/A,Kortikosteroidit,S1C,Anti-inflammatoriset lääkkeet
01505,404,,,,
01506,J01MA14,moxifloxacin,Moksifloksasiini,J1AH,Fluorokinolonit
01507,404,,,,
01508,D10AD01,tretinoin,Tretinoiini,D1CAB,Muut kuin mikrobilääkkeet
01509,B05XA06,"potassium phosphate, incl. combinations with other potassium salts","Kaliumfosfaatti, sis. yhdistelmävalmisteet muiden kaliumsuolojen kanssa",B2DA,Elektrolyyttiliuokset ja aminohapot
01510,H02AB01,betamethasone,Beetametasoni,H1CB,"Glukokortikoidit, myös yhdistelmävalmisteet"
01511,L1BA,N/A,Hormonit,L1B,Endokrinologiset lääkkeet
01512,B05AA02,other plasma protein fractions,Muut plasman proteiinifraktiot,B2A,"Veren korvikkeet, infuusionesteet"
01513,G03DC03,lynestrenol,Lynestrenoli,L1BAA,Estrogeenit ja progestageenit
01514,404,,,,
01515,M03BX02,tizanidine,Titsanidiini,M3B,Keskushermostoon vaikuttavat lihasrelaksantit
01516,C10AA03,pravastatin,Pravastatiini,C1PA,Statiinit
01517,A1ED,N/A,Suolen motiliteettia vähentävät lääkkeet  (opioidijohdokset),A1E,Ripulin ja suolistotulehdusten hoito
01518,L02BB01,flutamide,Flutamidi,L1BBB,Antiandrogeenit
01519,L1A,N/A,Syöpälääkkeet,L1,Syöpälääkkeet ja immuunivasteen muuntajat
01520,D01AC02,miconazole,Mikonatsoli,D1BA,Paikalliset sienilääkkeet
01521,D1DA,N/A,"Paikalliset antibiootit, kemoterapia",D1,Ihotautien lääkkeet
01522,B05AA06,gelatin agents,Gelatiini-polymeerit,B2A,"Veren korvikkeet, infuusionesteet"
01523,404,,,,
01524,C04AE01,ergoloid mesylates,500,Check manually,
01525,A02BC02,pantoprazole,Pantopratsoli,A1AD,Protonipumpun estäjät
01526,L01DC03,mitomycin,Mitomysiini,L1AD,Sytotoksiset antibiootit
01527,D07AC14,methylprednisolone aceponate,Metyyliprednisoloniaseponaatti,D1AC,Vahvat (ryhmä III)
01528,L01XE09,ATCDDD N/A,500,Check manually,
01529,L01XX35,anagrelide,Anagrelidi,L1AEE,Muut syöpälääkkeet
01530,N2JB,N/A,Alkoholiriippuvuuden hoito,N2J,Riippuvuuden hoitoon tarkoitetut lääkkeet
01531,J05AR02,lamivudine and abacavir,Lamivudiini ja abakaviiri,J1DCD,HIV-lääkkeiden yhdistelmät
01532,R03AC02,salbutamol,Salbutamoli,R1AA,Lyhytvaikutteiset beeta-2-agonistit (SABA)
01533,J06AA03,snake venom antiserum,Käärmeenmyrkkyantitoksiini,V2A,Myrkytysten antidootit
01534,A1EG,N/A,Mikro-organismit,A1E,Ripulin ja suolistotulehdusten hoito
01535,404,,,,
01536,J01FF01,clindamycin,Klindamysiini,J1AL,Muut bakteerilääkkeet
01537,A1AA,N/A,Antasidit,A1A,Liikahappoisuuden hoito
01538,404,,,,
01539,V03AE02,sevelamer,Sevelameeri,V2C,Hyperkalemia- ja hyperfosfatemialääkkeet
01540,A11HA03,tocopherol (vit E),Tokoferoli (E-vitamiini),A3A,Vitamiinit
01541,R02AA03,dichlorobenzyl alcohol,Diklooribentsyylialkoholi,R1FA,Kurkkukipuun käytettävät valmisteet
01542,G03FA01,norethisterone and estrogen,Noretisteroni ja estrogeeni,G2AFA,Kiinteät yhdistelmät
01543,A06AB02,bisacodyl,Bisakodyyli,A1DA,Suolta stimuloivat ulostuslääkkeet
01544,404,,,,
01545,N2D,N/A,Masennuslääkkeet,N2,"Keskushermoston lääkkeet (mm. psyyken, epilepsian, Parkinsonin ja Alzheimerin taudin lääkkeet)"
01546,J05AF06,abacavir,Abakaviiri,J1DCB,Käänteiskopioijaentsyymin estäjät
01547,404,,,,
01548,C03BA08,metolazone,Metolatsoni,C1CA,Tiatsidit ja niiden kaltaiset diureetit
01549,V03AB16,ethanol,Etanoli,V2A,Myrkytysten antidootit
01550,B05BA03,carbohydrates,Hiilihydraatit,B2B,Parenteraaliset ravintovalmisteet
01551,L01BB03,tioguanine,Tioguaniini,L1ABB,Puriinianalogit
01552,A16AX03,sodium phenylbutyrate,Natriumfenyylibutyraatti,A1JC,Muut aineenvaihduntasairauksien lääkkeet
01553,V01AA07,insects,Hyönteiset,V1,Allergeenit
01554,N02CC02,naratriptan,Naratriptaani,N3CA,Triptaanit (5-HT1-reseptoriagonistit)
01555,J1ABA,N/A,Laajaspektriset penisilliinit,J1AB,Penisilliinit
01556,A05AA02,ursodeoxycholic acid,Ursodeoksikoolihappo,A1K,"Sapen eritys, sappihapot"
01557,L01BB07,nelarabine,Nelarabiini,L1ABB,Puriinianalogit
01558,S1G,N/A,Paikallispuudutteet,S1,Silmätautien lääkkeet
01559,G03FA14,dydrogesterone and estrogen,Dydrogesteroni ja estrogeeni,G2AFA,Kiinteät yhdistelmät
01560,C07FB02,metoprolol and felodipine,Metoprololi ja felodipiini,C1EB,Beetasalpaaja ja muu verenpainelääke
01561,M01AG01,mefenamic acid,Mefenaamihappo,M1A,Tulehduskipulääkkeet
01562,V04CF01,tuberculin,Tuberkuliini,V3A,Tuberkuliinitesti
01563,G2AB,N/A,Paikallisesti käytettävät ehkäisimet,G2A,Sukupuolihormonit ja sukuelimiin vaikuttavat aineet
01564,D07AD01,clobetasol,Klobetasoli,D1AD,Erittäin vahvat (ryhmä IV)
01565,J05AH01,zanamivir,Tsanamiviiri,J1DB,Influenssaviruslääkkeet
01566,C08CA06,nimodipine,Nimodipiini,C1FA,Pääasiassa verisuonistoon vaikuttavat kalsiumkanavan salpaajat
01567,B01AD10,drotrecogin alfa (activated),500,Check manually,
01568,R02AB30,gramicidin,Gramisidiini,R1FA,Kurkkukipuun käytettävät valmisteet
01569,A1BC,N/A,Suolen motiliteettiä lisäävät lääkkeet,A1B,Suoliston toiminnallisten häiriöiden lääkkeet
01570,N2G,N/A,Alzheimerin taudin lääkkeet,N2,"Keskushermoston lääkkeet (mm. psyyken, epilepsian, Parkinsonin ja Alzheimerin taudin lääkkeet)"
01571,A11HA02,pyridoxine (vit B6),Pyridoksiini (B6-vitamiini),V2A,Myrkytysten antidootit
01572,J1AD,N/A,Sulfonamidit ja trimetopriimi,J1A,Bakteerilääkkeet
01573,N3CB,N/A,Torajyväalkaloidit,N3C,Migreenilääkkeet (spesifiset)
01574,J01XC01,fusidic acid,Fusidiinihappo,J1AL,Muut bakteerilääkkeet
01575,N03AF01,carbamazepine,Karbamatsepiini,N3D,Neuropaattisen kivun lääkkeet
01576,J07AJ52,"pertussis, purified antigen, combinations with toxoids","Hinkuyskärokote yhdistelmävalmisteena toksoidien kanssa, puhdistettu antigeeni",J2BC,Rokotteiden yhdistelmävalmisteet
01577,N2L,N/A,Parasympatomimeetit,N2,"Keskushermoston lääkkeet (mm. psyyken, epilepsian, Parkinsonin ja Alzheimerin taudin lääkkeet)"
01578,D07XA01,hydrocortisone,Hydrokortisoni ja muut,D1AEA,Mietojen kortikosteroidien yhdistelmät
01579,J01FA06,roxithromycin,Roksitromysiini,J1AE,Makrolidit
01580,404,,,,
01581,C09CA02,eprosartan,Eprosartaani,C1J,AT-reseptorin salpaajat
01582,S1LB,N/A,Keinokyyneleet ja muut luokittelemattomat valmisteet,S1L,"Silmien kostutus, keratiitin hoito"
01583,G03HA01,cyproterone,Syproteroni,G2AH,Antiandrogeenit
01584,J05AG03,efavirenz,Efavirentsi,J1DCB,Käänteiskopioijaentsyymin estäjät
01585,V03AB13,obidoxime,Obidoksiimi,V2A,Myrkytysten antidootit
01586,S1B,N/A,Viruslääkkeet,S1,Silmätautien lääkkeet
01587,N05AF03,chlorprothixene,Klooriprotikseeni,N2AA,Perinteiset psykoosilääkkeet
01588,A03AB02,glycopyrronium bromide,Glykopyrroniumbromidi,A1BA,Antikolinergit
01589,404,,,,
01590,A11CC01,ergocalciferol,Ergokalsiferoli (D2-vitamiini),A3AA,D-vitamiinit
01591,L1BAA,N/A,Estrogeenit ja progestageenit,L1BA,Hormonit
01592,V08AB09,iodixanol,Jodiksanoli,V5A,Jodia sisältävät varjoaineet
01593,404,,,,
01594,C09DA06,candesartan and diuretics,Kandesartaani ja diureetit,C1KA,AT-reseptorin salpaaja ja diureetti
01595,A1B,N/A,Suoliston toiminnallisten häiriöiden lääkkeet,A1,Ruoansulatuskanavan lääkkeet
01596,J05AE08,atazanavir,Atatsanaviiri,J1DCA,Proteaasin estäjät
01597,J01DC02,cefuroxime,Kefuroksiimi,J1ACB,Toisen polven kefalosporiinit
01598,A04AA05,palonosetron,Palonosetroni,A1CA,Serotoniiniantagonistit
01599,N05AL01,sulpiride,Sulpiridi,N2DD,Muut masennuslääkkeet
01600,J1B,N/A,Sienilääkkeet,N/A JSON API,N/A JSON API
01601,S01AA12,tobramycin,Tobramysiini,S1A,Mikrobilääkkeet
01602,D06BB04,podophyllotoxin,Podofyllotoksiini,D1DB,Paikalliset viruslääkkeet
01603,G04BE03,sildenafil,Sildenafiili,G1DB,Erektiohäiriöiden hoitoon tarkoitetut lääkkeet
01604,A2AD,N/A,Ylipitkävaikutteiset,A2A,Insuliinit
01605,H02AB13,deflazacort,Deflatsakorti,H1CB,"Glukokortikoidit, myös yhdistelmävalmisteet"
01606,R07AB01,doxapram,Doksapraami,R1FC,Hengitystoimintaa stimuloivat lääkkeet
01607,J01MA01,ofloxacin,Ofloksasiini,J1AH,Fluorokinolonit
01608,H02AB08,triamcinolone,Triamsinoloni,H1CB,"Glukokortikoidit, myös yhdistelmävalmisteet"
01609,R01BA51,"phenylpropanolamine, combinations",500,Check manually,
01610,N2DA,N/A,Tri- ja tetrasykliset masennuslääkkeet,N2D,Masennuslääkkeet
01611,B01AC13,abciximab,Absiksimabi,B1ABC,Glykoproteiini IIb/IIIa -estäjät
01612,M01AH04,parecoxib,Parekoksibi,M1B,Koksibit
01613,G1,N/A,Gynekologiset lääkkeet,N/A JSON API,N/A JSON API
01614,C09BB04,perindopril and amlodipine,Perindopriili ja amlodipiini,C1HB,ACE:n estäjä ja kalsiumkanavan salpaaja
01615,C1BA,N/A,Ryhmä 1A,C1B,Rytmihäiriölääkkeet
01616,J01MA06,norfloxacin,Norfloksasiini,J1AH,Fluorokinolonit
01617,N05AF01,flupentixol,Flupentiksoli,N2AA,Perinteiset psykoosilääkkeet
01618,B1CC,N/A,Muut anemialääkkeet,B1C,Anemialääkkeet
01619,R03DA04,theophylline,Teofylliini ja sen yhdistelmävalmisteet,R1BC,Ksantiinijohdokset
01620,P03AX03,malathion,Malationi,P1C,Ulkoloisten häätön käytettävät lääkkeet
01621,J02AC02,itraconazole,Itrakonatsoli,D1BB,Systeemisesti käytettävät sienilääkkeet
01622,J1BB,N/A,Systeemiset sienilääkkeet,J1B,Sienilääkkeet
01623,C1PC,N/A,Sappihappojen sitojat,C1P,Lipidilääkkeet
01624,H1C,N/A,Kortikosteroidit (systeeminen käyttö),H1,Hormonit (paitsi insuliinit) ja ehkäisy
01625,C07AB04,acebutolol,Asebutololi,C1BDA,Selektiiviset beetasalpaajat
01626,B2A,N/A,"Veren korvikkeet, infuusionesteet",B2,Veren korvikkeet ja perfuusioliuokset
01627,A2BA,N/A,Sulfonyyliureat,A2B,Muut diabeteslääkkeet kuin insuliinit
01628,A10BB01,glibenclamide,Glibenklamidi,A2BA,Sulfonyyliureat
01629,J07AG01,"haemophilus influenzae B, purified antigen conjugated",haemophilus influenzae tyyppi b konjugaattirokote,J2BAB,Haemophilus influenzae b
01630,J05AF11,telbivudine,Telbivudiini,J1DCB,Käänteiskopioijaentsyymin estäjät
01631,A10BF01,acarbose,Akarboosi,A2BC,Alfaglukosidaasin estäjät
01632,C03DA01,spironolactone,Spironolaktoni,C1CCA,Aldosteroniantagonistit
01633,D06AX09,mupirocin,Mupirosiini,D1DA,"Paikalliset antibiootit, kemoterapia"
01634,R05CA03,guaifenesin,Guaifenesiini,R1EB,Limaa irrottavat
01635,L01AA02,chlorambucil,Klorambusiili,L1AA,Alkyloivat aineet
01636,M2B,N/A,"Bisfosfonaatit,  yhdistelmävalmisteet",M2,Luukudokseen vaikuttavat lääkkeet
01637,L01BC02,fluorouracil,Fluorourasiili,D1DA,"Paikalliset antibiootit, kemoterapia"
01638,G04BD10,darifenacin,Darifenasiini,G1DA,Virtsatiespasmolyytit (inkontinenssin ja tiheävirtsaisuuden hoito)
01639,V01AA02,grass pollen,Siitepöly,V1,Allergeenit
01640,J01MA02,ciprofloxacin,Siprofloksasiini,J1AH,Fluorokinolonit
01641,L02AE01,buserelin,Busereliini,L1BAB,Gonadotropiinia vapauttavan hormonin kaltaiset yhdisteet
01642,R03AK04,salbutamol and sodium cromoglicate,500,Check manually,
01643,M05BA04,alendronic acid,Alendronaatti,M2A,Bisfosfonaatit
01644,L04AX01,azathioprine,Atsatiopriini,L1DX,Muut immunosuppressantit
01645,B2B,N/A,Parenteraaliset ravintovalmisteet,B2,Veren korvikkeet ja perfuusioliuokset
01646,L01XA01,cisplatin,Sisplatiini,L1AEA,Platinayhdisteet
01647,R01AC07,nedocromil,Nedokromiili,R1DC,Muut allergialääkkeet kuin kortikosteroidit
01648,V6AA,N/A,Keskushermosto,V6A,Diagnostiset radioaktiiviset lääkevalmisteet
01649,A12AA12,ATCDDD N/A,500,Check manually,
01650,J01CE09,procaine benzylpenicillin,Prokaiinipenisilliini,J1ABB,Beetalaktamaasiherkät penisilliinit
01651,V03AE01,polystyrene sulfonate,Polystyreenisulfonaatti,V2C,Hyperkalemia- ja hyperfosfatemialääkkeet
01652,404,,,,
01653,N05CD02,nitrazepam,Nitratsepaami,N2CA,Bentsodiatsepiinit
01654,N05AN01,lithium,Litium,N2A,Psykoosilääkkeet
01655,N06BC01,caffeine,Kofeiini,R1FC,Hengitystoimintaa stimuloivat lääkkeet
01656,A03BA01,atropine,Atropiini,V2G,Muut myrkytysten hoidossa käytettävät lääkkeet.
01657,R05DA09,dextromethorphan,Dekstrometorfaani,R1EA,Yskänärsytystä hillitsevät
01658,A02BX13,alginic acid,Algiinihappo,A1A,Liikahappoisuuden hoito
01659,J01DD02,ceftazidime,Keftatsidiimi,J1ACC,Kolmannen polven kefalosporiinit
