item,lvl,ID,catSeq,Finnish,English,TDOI
2079,4,L04AD02,20,Takrolimuusi,tacrolimus,00155
2080,4,L04AD03,21,Voklosporiini,voclosporin,10789
2081,3,L1DE,40,S1P-reseptorin modulaattorit,,00408
2082,4,L04AE01,36,Fingolimodi,fingolimod,
2083,4,L04AE02,36,Otsanimodi,ozanimod,10280
2084,4,L04AE03,37,Siponimodi,siponimod,
2085,4,L04AE04,38,Ponesimodi,ponesimod,
2086,4,L04AE05,39,Etrasimodi,etrasimod,11143
2087,3,L1DF,41,JAK-estäjät,,11094
2088,4,L04AF01,8,Tofasitinibi,tofacitinib,09872
2089,4,L04AF02,9,Barisitinibi,baricitinib,09882
2090,4,L04AF03,10,Upadasitinibi,upadacitinib,10218
2091,4,L04AF04,11,Filgotinibi,filgotinib,10349
2092,4,L04AF07,12,Deukravasitinibi,deucravacitinib,
2093,4,L04AF08,13,Ritlesitinibi ,ritlecitinib,11069
2094,4,L01EJ01,14,Ruksolitinibi,ruxolitinib,10416
2095,4,D11AH08,15,Abrositinibi,abrocitinib,10656
2096,3,L1DG,42,Monoklonaaliset vasta-aineet,,11095
2097,4,L04AG03,9,Natalitsumabi,natalizumab,
2098,4,L04AG04,10,Belimumabi,belimumab,09072
2099,4,L04AG05,12,Vedolitsumabi,vedolizumab,
2100,4,L04AG06,13,Alemtutsumabi,alemtuzumab,
2101,4,L04AG08,14,Okrelitsumabi,ocrelizumab,
2102,4,L04AG10,15,Inebilitsumabi,inebilizumab,
2103,4,L04AG11,16,Anifrolumabi,anifrolumab,
2104,4,L04AG12,17,Ofatumumabi,ofatumumab,10533
2105,4,L04AG14,18,Ublituksimabi,ublituximab,11048
2106,4,L04AG16,19,Rotsanoliksitsumabi,rozanolixizumab,11155
2107,3,L1DJ,43,Komplementin estäjät,,11096
2108,4,L04AJ01,11,Ekulitsumabi,eculizumab,
2109,4,L04AJ02,12,Ravulitsumabi,ravulizumab,10181
2110,4,L04AJ03,13,Pegsetakoplaani,pegcetacoplan,10655
2111,4,L04AJ04,14,Sutimlimabi,sutimlimab,
2112,4,L04AJ05,15,Avakopaani ,avacopan,10774
2113,4,L04AJ06,16,Tsilukoplaani,zilucoplan,11138
2114,4,L04AJ08,17,Iptakopaani,iptacopan,11168
2115,4,L04AJ09,18,Danikopaani ,danicopan,11169
2116,4,L04AJ10,19,Vilobelimabi,vilobelimab,11203
2117,3,L1DX,44,Muut immunosuppressantit,,11097
2118,4,L04AX01,10,Atsatiopriini,azathioprine,01644
2119,4,L04AX02,11,Talidomidi,thalidomide,01388
2120,4,L04AX03,12,Metotreksaatti,methotrexate,01158
2121,4,L04AX04,13,Lenalidomidi,lenalidomide,00852
2122,4,L04AX06,14,Pomalidomidi,pomalidomide,09341
2123,4,L04AX07,15,Dimetyylifumaraatti,dimethyl fumarate,10556
2124,4,L04AX08,16,Darvadstroseli,darvadstrocel,10197
2125,4,L04AX09,17,Diroksimeelifumaraatti,diroximel fumarate,10651
2126,1,M2,17,Luukudokseen vaikuttavat lääkkeet,,01467
2127,2,M2A,10,Bisfosfonaatit,,00059
2128,3,M05BA02,20,Klodronaatti,clodronic acid,00577
2129,3,M05BA03,30,Pamidronaatti,pamidronic acid,00470
2130,3,M05BA04,40,Alendronaatti,alendronic acid,01643
2131,3,M05BA06,50,Ibandronihappo,ibandronic acid,00064
2132,3,M05BA07,60,Risedronaatti,risedronic acid,00664
2133,3,M05BA08,70,Tsoledronihappo,zoledronic acid,00860
2134,2,M2B,20,"Bisfosfonaatit,  yhdistelmävalmisteet",,01636
2135,3,M05BB03,20,Alendronaatti ja kolekalsiferoli,alendronic acid and colecalciferol,00733
2136,3,M05BB04,30,"Risedronaatti, kalsium ja kolekalsiferoli","risedronic acid, calcium and colecalciferol, sequential",00690
2137,2,M2C,30,Muut luukudokseen vaikuttavat lääkkeet,,00420
2138,3,H05AA02,10,Teriparatidi,teriparatide,00729
2139,3,H05BA01,10,Kalsitoniini (lohen synteettinen),calcitonin (salmon synthetic),00797
2140,3,M05BC01,10,Dibotermiini alfa,dibotermin alfa,00243
2141,3,M05BX04,30,Denosumabi,denosumab,08958
2142,3,M05BX05,40,Burosumabi,burosumab,10130
2143,3,M05BX06,50,Romosotsumabi,romosozumab,10233
2144,3,M05BX07,60,Vosoritidiosoritidi,vosoritide,10586
2145,1,D1,18,Ihotautien lääkkeet,,00486
2146,2,D1A,10,Iholle käytettävät kortikosteroidit,,00786
2147,3,D1AA,10,Miedot (ryhmä I),,00153
2148,4,D07AA02,10,Hydrokortisoni,hydrocortisone,01689
2149,3,D1AB,20,Keskivahvat (ryhmä II),,00986
2150,4,D07AB01,10,Klobetasoni,clobetasone,00391
2151,4,D07AB02,20,Hydrokortisonibutyraatti,hydrocortisone butyrate,00255
2152,4,D07AB08,30,Desonidi,desonide,00267
2153,3,D1AC,30,Vahvat (ryhmä III),,01124
2154,4,D07AC01,10,Beetametasoni,betamethasone,00334
2155,4,D07AC03,20,Desoksimetasoni,desoximetasone,01309
2156,4,D07AC07,21,Fludroksikortidi,fludroxycortide,11161
2157,4,D07AC13,30,Mometasoni,mometasone,00814
2158,4,D07AC14,40,Metyyliprednisoloniaseponaatti,methylprednisolone aceponate,01527
2159,3,D1AD,40,Erittäin vahvat (ryhmä IV),,01327
2160,4,D07AD01,10,Klobetasoli,clobetasol,01564
2161,3,D1AE,50,Kortikosteroidien ja antiseptien/antibioottien yhdistelmät,,00217
2162,4,D1AEA,10,Mietojen kortikosteroidien yhdistelmät,,00894
2163,5,D07BA04,10,Hydrokortisoni ja antiseptit,hydrocortisone and antiseptics,00054
2164,5,D07CA01,20,Hydrokortisoni ja antibiootit,hydrocortisone and antibiotics,00425
2165,5,D07XA01,30,Hydrokortisoni ja muut,hydrocortisone,01578
2166,4,D1AEB,20,Keskivahvojen kortikosteroidien yhdistelmät,,00559
2167,5,D07BB02,10,Desonidi ja antiseptit,desonide and antiseptics,10663
2168,5,D07BB04,20,Hydrokortisonibutyraatti ja antiseptit,hydrocortisone butyrate and antiseptics,01410
2169,4,D1AEC,30,Vahvojen kortikosteroidien yhdistelmät,,00341
2170,5,D07BC01,10,Beetametasoni ja antiseptit,betamethasone and antiseptics,00197
2171,5,D07BC05,20,Desoksimetasoni ja antiseptit,ATCDDD N/A,10993
2172,5,D07CC01,30,Beetametasoni ja antibiootit,betamethasone and antibiotics,01322
2173,5,D07XC01,40,Beetametasoni ja salisyylihappo,betamethasone,00553
2174,2,D1B,20,Sienilääkkeet,,00019
2175,3,D1BA,10,Paikalliset sienilääkkeet,,00749
2176,4,D01AA02,10,Natamysiini,natamycin,01006
2177,4,D01AC01,20,Klotrimatsoli,clotrimazole,00156
2178,4,D01AC02,30,Mikonatsoli,miconazole,01520
2179,4,D01AC03,40,Ekonatsoli,econazole,01219
2180,4,D01AC07,50,Tiokonatsoli,tioconazole,00548
2181,4,D01AC08,60,Ketokonatsoli,ketoconazole,01307
2182,4,D01AC10,70,Bifonatsoli,bifonazole,10227
2183,4,D01AC20,80,Sienilääke ja kortikosteroidi,imidazoles/triazoles in combination with corticosteroids,00941
2184,4,D01AE02,90,Metyylirosaniliini,methylrosaniline,09167
2185,4,D01AE14,100,Siklopiroksi,ciclopirox,01457
2186,4,D01AE15,110,Terbinafiini,terbinafine,00384
2187,4,D01AE16,120,Amorolfiini,amorolfine,00389
2188,4,D01AE20,130,Muut sienilääkkeiden yhdistelmävalmisteet,combinations,09168
2189,3,D1BB,20,Systeemisesti käytettävät sienilääkkeet,,00669
2190,4,D01BA02,9,Terbinafiini,terbinafine,01490
2191,4,D01BA01,10,Griseofulviini,griseofulvin,09759
2192,4,J02AC01,10,Flukonatsoli,fluconazole,00813
2193,4,J02AC02,10,Itrakonatsoli,itraconazole,01621
2194,2,D1C,30,Aknelääkkeet,,00900
2195,3,D1CA,10,Ulkoisesti käytettävät aknelääkkeet,,01496
2196,4,D1CAA,10,Mikrobilääkkeet,,01699
2197,5,D10AF01,20,Klindamysiini,clindamycin,00475
2198,5,D10AF51,30,"Klindamysiini, yhdistelmävalmisteet","clindamycin, combinations",00220
2199,4,D1CAB,20,Muut kuin mikrobilääkkeet,,00132
2200,5,D10AB02,10,Rikki,sulfur,09527
2201,5,D10AD06,10,Trifaroteeni,trifarotene,10676
2202,5,D10AD01,20,Tretinoiini,tretinoin,01508
2203,5,D10AD03,30,Adapaleeni,adapalene,00981
2204,5,D10AD53,40,"Adapaleeni, yhdistelmävalmisteet","adapalene, combinations",01244
2205,5,D10AE01,50,Bentsoyyliperoksidi,benzoyl peroxide,00517
2206,5,D10AX03,60,Atselaiinihappo,azelaic acid,00479
2207,5,D10AX30,70,Muut aknen yhdistelmävalmisteet,various combinations,09843
2208,3,D1CB,20,Systeemisesti käytettävät aknelääkkeet,,00777
2209,4,D10BA01,10,Isotretinoiini,isotretinoin,01254
2210,2,D1DA,40,"Paikalliset antibiootit, kemoterapia",,01521
2211,3,D06AX01,10,Fusidiinihappo,fusidic acid,01154
2212,3,D06AX04,20,Neomysiini,neomycin,00538
2213,3,D06AX07,30,Gentamisiini,gentamicin,09165
2214,3,D06AX09,40,Mupirosiini,mupirocin,01633
2215,3,D06AX13,50,Retapamuliini,retapamulin,08938
2216,3,D06BA01,60,Hopeasulfadiatsiini,silver sulfadiazine,01026
2217,3,D06BB10,70,Imikimodi,imiquimod,00812
2218,3,D06BX01,80,Metronidatsoli,metronidazole,01261
2219,3,D06BX03,100,Tirbanibuliini,tirbanibulin,10562
2220,3,L01AA05,101,Kloorimetiini,chlormethine,10750
2221,3,L01BC02,102,Fluorourasiili,fluorouracil,01637
2222,3,L01BC52,102,"Fluorourasiili, yhdistelmävalmisteet","fluorouracil, combinations",09851
2223,3,L01XD03,103,Metyyliaminolevulinaatti,methyl aminolevulinate,00833
2224,3,L01XD04,103,Aminolevuliinihappo,aminolevulinic acid,00873
2225,2,D1DB,45,Paikalliset viruslääkkeet,,01683
2226,3,D06BB03,20,Asikloviiri,aciclovir,01276
2227,3,D06BB04,30,Podofyllotoksiini,podophyllotoxin,01602
2228,3,D06BB06,40,Pensikloviiri,penciclovir,00660
2229,3,D06BB10,41,Imikimodi,imiquimod,00812
2230,3,D06BB53,70,"Asikloviiri, yhdistelmävalmisteet","aciclovir, combinations",03472
2231,2,D1E,50,Psoriaasilääkkeet,,01453
2232,3,D05AC01,10,Ditranoli,dithranol,03447
2233,3,D05AD01,20,Trioksisaleeni,trioxysalen,00096
2234,3,D05AX02,30,Kalsipotrioli,calcipotriol,00368
2235,3,D05AX03,40,Kalsitrioli,calcitriol,00235
2236,3,D05AX05,50,Tatsaroteeni,tazarotene,08906
2237,3,D05AX52,60,Kalsipotriolin ja steroidin yhdistelmävalmisteet,"calcipotriol, combinations",00457
2238,3,D05BA02,70,Metoksaleeni,methoxsalen,00299
2239,3,D05BA03,80,Bergapteeni,bergapten,08890
2240,3,D05BB02,90,Asitretiini,acitretin,00519
2241,3,L04AA32,108,Apremilasti,apremilast,09544
2242,3,L04AF07,109,Deukravasitinibi,deucravacitinib,
2243,3,L04AB01,120,Etanersepti,etanercept,10980
2244,3,L04AB02,130,Infliksimabi,infliximab,01098
2245,3,L04AB04,140,Adalimumabi,adalimumab,00982
2246,3,L04AB05,150,Sertolitsumabipegoli,certolizumab pegol,01196
2247,3,L04AC05,160,Ustekinumabi,ustekinumab,00085
2248,3,L04AC10,170,Sekukinumabi,secukinumab,09543
2249,3,L04AC12,180,Brodalumabi,brodalumab,09930
2250,3,L04AC13,190,Iksekitsumabi,ixekizumab,09689
2251,3,L04AC16,200,Guselkumabi,guselkumab,10035
2252,3,L04AC17,210,Tildrakitsumabi,tildrakizumab,10128
2253,3,L04AC18,220,Risankitsumabi,risankizumab,10199
2254,3,L04AC21,230,Bimekitsumabi,bimekizumab,10585
2255,3,L04AC22,231,Spesolimabi,spesolimab,10940
2256,3,L04AX03,231,Metotreksaatti,methotrexate,01158
2257,3,L04AX07,240,Dimetyylifumaraatti,dimethyl fumarate,10556
2258,2,D1HA,55,Atooppisen ihottuman lääkkeet,,01456
2259,3,D1HAA,10,Paikalliset kalsineuriinin estäjät,,10734
2260,4,D11AH01,10,Takrolimuusi,tacrolimus,01297
2261,4,D11AH02,11,Pimekrolimuusi,pimecrolimus,00090
2262,3,L04AD01,10,Siklosporiini,ciclosporin,01185
2263,3,D11AH05,18,Dupilumabi,dupilumab,10038
2264,3,L04AF02,19,Barisitinibi,baricitinib,09882
2265,3,L04AF03,19,Upadasitinibi,upadacitinib,10218
2266,3,D11AH06,20,Krisaboroli,crisaborole,10270
2267,3,D11AH07,20,Tralokinumabi,tralokinumab,10547
2268,3,D11AH08,20,Abrositinibi,abrocitinib,10656
2269,3,D11AH10,21,Lebrikitsumabi ,lebrikizumab,11085
2270,3,D11AH12,22,Nemolitsumabi,nemolizumab,11215
2271,2,D1HD,55,Muut ihotautilääkkeet,,09590
2272,3,D04AA04,7,Tripelennamiini,tripelennamine,00951
2273,3,D11AA01,8,Glykopyrronium,glycopyrronium,10764
2274,3,D11AA02,9,Aluminiumkloridi,ATCDDD N/A,10266
2275,3,D11AH11,10,Delgositinibi,delgocitinib,11188
2276,3,D11AX03,55,Kalsiumglukonaatti,calcium gluconate,09524
2277,3,D11AX06,56,Mekinoli,mequinol,09169
2278,3,D11AX10,57,Finasteridi,finasteride,00383
2279,3,D11AX11,57,Hydrokinoni,hydroquinone,09943
2280,3,D11AX16,57,Eflornitiini,eflornithine,09044
2281,3,D11AX18,58,Diklofenaakki,diclofenac,00595
2282,3,D11AX19,59,Alitretinoiini,ATCDDD N/A,09045
2283,3,D11AX21,65,Brimonidiini,brimonidine,09463
2284,3,D11AX22,66,Ivermektiini,ivermectin,09553
2285,3,D11AX24,66,Deoksikoolihappo,deoxycholic acid,09936
2286,3,J04BA02,67,Dapsoni,dapsone,00877
2287,3,L04AF08,72,Ritlesitinibi ,ritlecitinib,11069
2288,3,M03AX01,73,Botuliinitoksiini,botulinum toxin,00976
2289,3,R03DX05,80,Omalitsumabi,omalizumab,00325
2290,2,D1F,60,"Pehmentävät ja suojaavat valmisteet, haavojen ja palovammojen hoito",,00304
2291,3,D01AE12,10,Salisyylihappo,salicylic acid,09374
2292,3,D02AE01,20,Karbamidi,carbamide,00164
2293,3,D02AE51,30,"Karbamidi, yhdistelmävalmisteet","carbamide, combinations",00210
2294,3,D03AX03,40,Dekspantenoli,dexpanthenol,00611
2295,3,D03AX13,50,Betulae cortex,Betulae cortex,10075
2296,3,D03AX16,51,Beremageenigeperpaveekki,beremagene geperpavec,11233
2297,3,D03BA02,60,Kollagenaasi,collagenase,00575
2298,3,D03BA03,70,Bromelaiinit,bromelains,10584
2299,3,D03BA52,80,"Kollagenaasi, yhdistelmävalmisteet","collagenase, combinations",01690
2300,3,D1FA,90,Muut pehmentävät ja suojaavat aineet,,01672
2301,2,D1G,70,Antiseptit ja desinfektioaineet,,00707
2302,3,D08AC02,10,Klooriheksidiini ja sen yhdistelmävalmisteet,chlorhexidine,00736
2303,3,D08AE03,20,Fenoli,phenol,09529
2304,3,D08AE04,30,Triklosaani,triclosan,00677
2305,3,D08AG02,40,Jodi,povidone-iodine,00765
2306,3,D08AJ01,50,Bentsalkoni,benzalkonium,09385
2307,3,D08AJ57,60,Oktenidiini,"octenidine, combinations",09068
2308,3,D08AK04,70,Merkurokromi,merbromin,09263
2309,3,D08AL01,80,Hopeanitraatti,silver nitrate,09065
2310,3,D08AX01,90,Vetyperoksidi,hydrogen peroxide,09526
2311,3,D08AX06,100,Kaliumpermanganaatti,potassium permanganate,09386
2312,2,D1K,75,Iholle käytettävät paikallispuudutteet,,08955
2313,3,D04AB01,10,Lidokaiini,lidocaine,00036
2314,3,D04AB06,20,Tetrakaiini,tetracaine,08954
2315,3,N01BB20,21,Yhdistelmävalmisteet,combinations,00623
2316,2,D1J,90,Lääkesiteet,,00253
2317,3,D09AA02,10,Fusidiinihappo,fusidic acid,00066
2318,3,D09AB01,20,Sinkkiside ilman muita lääkeaineita,zinc bandage without supplements,00314
2319,2,D1HB,100,Lääkeshampoot (hilse; kaljuuntuminen),,01051
2320,3,D11AC03,10,Seleeniyhdisteet,selenium compounds,00865
2321,3,D11AX01,20,Minoksidiili,minoxidil,01052
2322,1,S1,19,Silmätautien lääkkeet,,01477
2323,2,S1A,10,Mikrobilääkkeet,,01473
2324,3,S01AA01,10,Kloramfenikoli,chloramphenicol,00753
2325,3,S01AA02,20,Klooritetrasykliini,chlortetracycline,09858
2326,3,S01AA10,30,Natamysiini,natamycin,09172
2327,3,S01AA12,40,Tobramysiini,tobramycin,01601
2328,3,S01AA13,50,Fusidiinihappo,fusidic acid,00288
2329,3,S01AA26,60,Atsitromysiini,azithromycin,09157
2330,3,S01AA27,70,Kefuroksiimi,cefuroxime,09338
2331,3,S01AA30,78,Mikrobilääkkeiden yhdistelmävalmisteet,combinations of different antibiotics,01176
2332,3,S1AA,79,Fluorokinolonit,,09245
2333,4,S01AE01,10,Ofloksasiini,ofloxacin,09206
2334,4,S01AE02,20,Norfloksasiini,norfloxacin,09246
2335,4,S01AE05,30,Levofloksasiini,levofloxacin,09207
2336,4,S01AE07,40,Moksifloksasiini,moxifloxacin,09208
2337,3,S01AX08,80,Heksamidiini,hexamidine,11035
2338,3,S01AX15,90,Propamidiini,propamidine,08939
2339,3,S01AX18,91,Povidonijodi,povidone-iodine,10831
2340,3,S01AX24,92,Poliheksanidi,polihexanide,11184
2341,2,S1B,20,Viruslääkkeet,,01586
2342,3,S01AD03,10,Asikloviiri,aciclovir,00029
2343,3,S01AD09,20,Gansikloviiri,ganciclovir,09179
2344,2,S1C,30,Anti-inflammatoriset lääkkeet,,01679
2345,3,S1CA,10,Kortikosteroidit,,01504
2346,4,S01BA01,10,Deksametasoni,dexamethasone,01310
2347,4,S01BA14,10,Loteprednoli,loteprednol,10760
2348,4,S01BA02,20,Hydrokortisoni,hydrocortisone,10045
2349,4,S01BA04,30,Prednisoloni,prednisolone,00449
2350,4,S01BA05,40,Triamsinoloni,triamcinolone,09247
2351,4,S01BA07,50,Fluorometoloni,fluorometholone,01305
2352,4,S01BA15,70,Fluosinoloniasetonidi,fluocinolone acetonide,09073
2353,3,S1CB,20,Tulehduskipulääkkeet,,01304
2354,4,S01BC03,10,Diklofenaakki,diclofenac,00854
2355,4,S01BC05,20,Ketorolaakki,ketorolac,00137
2356,4,S01BC10,30,Nepafenaakki,nepafenac,09148
2357,4,S01BC11,40,Bromfenaakki,bromfenac,09155
2358,3,S1CC,30,Kortikosteroidin ja mikrobilääkkeen yhdistelmät,,01060
2359,4,S01CA01,10,Deksametasoni ja mikrobilääkkeet,dexamethasone and antiinfectives,00252
2360,4,S01CA03,20,Hydrokortisoni ja mikrobilääkkeet,hydrocortisone and antiinfectives,01292
2361,4,S03CA04,30,"Hydrokortisoni ja mikrobilääkkeet, silmät ja korvat",hydrocortisone and antiinfectives,11081
2362,2,S1D,40,Glaukoomalääkkeet,,00937
2363,3,S1DA,10,Sympatomimeetit,,00501
2364,4,S01EA03,10,Apraklonidiini,apraclonidine,01688
2365,4,S01EA05,20,Brimonidiini,brimonidine,00206
2366,3,S1DB,20,Parasympatomimeetit,,00015
2367,4,S01EB01,10,Pilokarpiini,pilocarpine,01444
2368,4,S01EB02,11,Karbakoli,carbachol,11210
2369,4,S01EB09,20,Asetyylikoliini,acetylcholine,00681
2370,3,S1DC,30,Hiilihappoanhydraasin estäjät,,01704
2371,4,S01EC01,10,Asetatsolamidi,acetazolamide,00092
2372,4,S01EC03,20,Dortsolamidi,dorzolamide,00960
2373,4,S01EC04,30,Brintsolamidi,brinzolamide,00274
2374,4,S01EC54,40,"Brintsolamidi, yhdistelmävalmisteet","brinzolamide, combinations",09572
2375,3,S1DD,40,"Beetasalpaajat, myös yhdistelmät",,00298
2376,4,S01ED01,10,Timololi,timolol,00250
2377,4,S01ED02,20,Betaksololi,betaxolol,00264
2378,4,S01ED51,30,"Timololi, yhdistelmävalmisteet","timolol, combinations",00874
2379,3,S1DE,50,Prostaglandiinianalogit,,00740
2380,4,S01EE01,10,Latanoprosti,latanoprost,00734
2381,4,S01EE03,20,Bimatoprosti,bimatoprost,00994
2382,4,S01EE04,30,Travoprosti,travoprost,00596
2383,4,S01EE05,40,Tafluprosti,tafluprost,00231
2384,4,S01EE51,41,Latanoprosti ja netarsudiili,latanoprost and netarsudil,11008
2385,3,S1DF,60,Muut glaukoomalääkkeet,,10236
2386,4,S01EX05,10,Netarsudiili,netarsudil,10237
2387,2,S1E,50,Mydriaasin ja sykloplegian aiheuttavat lääkkeet,,00263
2388,3,S1EA,10,Antikolinergit,,00010
2389,4,S01FA01,10,Atropiini,atropine,00416
2390,4,S01FA02,20,Skopolamiini,scopolamine,01039
2391,4,S01FA04,30,Syklopentolaatti,cyclopentolate,00686
2392,4,S01FA06,40,Tropikamidi,tropicamide,00211
2393,3,S1EB,20,Sympatomimeetit,,00219
2394,4,S01FB01,10,Fenyyliefriini,phenylephrine,01684
2395,3,S1EC,30,Antikolinergi ja sympatomimeetti,,09147
2396,4,S01FA56,10,"Tropikamidi, yhdistelmävalmisteet","tropicamide, combinations",09146
2397,2,S1F,60,Silmien punoitusta ja allergiaoireita vähentävät lääkkeet,,01315
2398,3,S1FA,10,Sympatomimeetit,,00358
2399,4,S01GA01,10,Nafatsoliini,naphazoline,11190
2400,4,S01GA02,10,Tetrytsoliini,tetryzoline,01324
2401,3,S1FB,20,Allergialääkkeet,,01097
2402,4,S01GX01,10,Dinatriumkromoglikaatti,cromoglicic acid,01494
2403,4,S01GX02,20,Levokabastiini,levocabastine,00192
2404,4,S01GX05,30,Lodoksamidi,lodoxamide,00555
2405,4,S01GX06,40,Emedastiini,emedastine,00309
2406,4,S01GX07,50,Atselastiini,azelastine,01498
2407,4,S01GX08,60,Ketotifeeni,ketotifen,00782
2408,4,S01GX09,70,Olopatadiini,olopatadine,00968
2409,2,S1G,70,Paikallispuudutteet,,01558
2410,3,S01HA02,10,Oksibuprokaiini,oxybuprocaine,00044
2411,3,S01HA03,20,Tetrakaiini,tetracaine,09071
2412,3,S01HA04,30,Proksimetakaiini,proxymetacaine,09070
2413,2,S1H,80,Diagnostiset aineet,,01076
2414,3,S01JA01,10,Fluoreseiini,fluorescein,00469
2415,3,S01JA51,20,"Fluoreseiini, yhdistelmävalmisteet","fluorescein, combinations",00148
2416,2,S1K,90,Uudelleensuonittumisen estoon käytettävät lääkkeet,,00763
2417,3,S01LA01,10,Verteporfiini,verteporfin,01437
2418,3,S01LA03,20,Pegaptanibi,pegaptanib,00788
2419,3,S01LA04,30,Ranibitsumabi,ranibizumab,00273
2420,3,S01LA05,40,Aflibersepti,aflibercept,09248
2421,3,S01LA06,50,Brolusitsumabi,brolucizumab,10232
2422,3,S01LA09,51,Farisimabi,faricimab,10800
2423,2,S1L,100,"Silmien kostutus, keratiitin hoito",,00672
2424,3,S01XA02,10,Retinoli,retinol,00746
2425,3,S01XA08,11,Asetyylikysteiini,acetylcysteine,11225
2426,3,S01XA18,20,Siklosporiini,ciclosporin,09078
2427,3,S01XA25,21,Lifitegrasti,lifitegrast,11167
2428,3,S1LB,30,Keinokyyneleet ja muut luokittelemattomat valmisteet,,01582
2429,2,S1M,110,Muut silmätautien lääkkeet,,09366
2430,3,N06BX13,10,Idebenoni,idebenone,09857
2431,3,S01XA21,10,Merkaptamiini,mercaptamine,09874
2432,3,S01XA22,20,Okriplasmiini,ocriplasmin,09365
2433,3,S01XA24,30,Senegermiini,cenegermin,10074
2434,3,S01XA27,40,Voretigeenineparvoveekki,voretigene neparvovec,10198
2435,1,S2,20,Korvatautien lääkkeet,,03482
2436,2,S2D,20,Kortikosteroidin ja mikrobilääkkeen yhdistelmät,,09722
2437,3,S02CA03,10,Hydrokortisoni ja mikrobilääkkeet,hydrocortisone and antiinfectives,10751
2438,3,S03CA04,10,"Hydrokortisoni ja mikrobilääkkeet, silmät ja korvat",hydrocortisone and antiinfectives,11081
2439,2,S02CA02,30,Flumetasoni ja mikrobilääkkeet,flumetasone and antiinfectives,00406
2440,2,S02BA08,31,Fluosinoloniasetonidi,fluocinolone acetonide,10579
2441,2,S02CA05,40,Fluosinoloniasetonidi ja mikrobilääkkeet,fluocinolone acetonide and antiinfectives,09249
2442,2,S02AA15,50,Siprofloksasiini,ciprofloxacin,09573
2443,2,S2C,60,Puudutteet,,09250
2444,3,S02DA02,10,Kokaiini,cocaine,09859
2445,3,S02DA04,20,Sinkokaiini,cinchocaine,09251
2446,3,S02DA30,30,Yhdistelmävalmisteet,combinations,09860
2447,2,S2A,70,Boorihappo,ATCDDD N/A,03458
2448,1,B2,21,Veren korvikkeet ja perfuusioliuokset,,01144
2449,2,B05ZB,10,Hemodialyysiliuokset ja hemofiltraatit,Hemofiltrates,00240
2450,2,B2C,19,Peritoneaalidialyysiliuokset,,00745
2451,3,B05DA,20,Isotoniset liuokset,Isotonic solutions,01094
2452,3,B05DB,30,Hypertoniset liuokset,Hypertonic solutions,00948
2453,2,B2A,20,"Veren korvikkeet, infuusionesteet",,01626
2454,3,B05AA01,10,Albumiini,albumin,01166
2455,3,B05AA02,20,Muut plasman proteiinifraktiot,other plasma protein fractions,01512
2456,3,B05AA05,30,Dekstraani,dextran,00181
2457,3,B05AA06,40,Gelatiini-polymeerit,gelatin agents,01522
2458,2,B2B,30,Parenteraaliset ravintovalmisteet,,01645
2459,3,B05BA01,10,Aminohapot,amino acids,01225
2460,3,B05BA02,20,Rasvaemulsiot,fat emulsions,01461
2461,3,B05BA03,30,Hiilihydraatit,carbohydrates,01550
2462,3,B05BA10,40,Yhdistelmävalmisteet,combinations,01396
2463,3,B2BE,50,Elektrolyyttiliuokset,,00083
2464,4,B05BB01,10,Elektrolyytit,electrolytes,00062
2465,4,B05BB02,20,Elektrolyytit ja hiilihydraatit,electrolytes with carbohydrates,01462
2466,3,B2BF,60,Osmoottiset diureetit,,01425
2467,4,B05BC01,10,Mannitoli,mannitol,00888
2468,2,B2D,50,Infuusiokonsentraatit,,00101
2469,3,B05XC,10,Vitamiinit,Vitamins,00787
2470,3,B05XX02,20,Trometamoli,trometamol,09880
2471,3,B2DA,30,Elektrolyyttiliuokset ja aminohapot,,01667
2472,4,B05XA01,10,Kaliumkloridi,potassium chloride,00527
2473,4,B05XA03,20,Natriumkloridi,sodium chloride,01145
2474,4,B05XA05,30,Magnesiumsulfaatti,magnesium sulfate,01485
2475,4,B05XA06,40,"Kaliumfosfaatti, sis. yhdistelmävalmisteet muiden kaliumsuolojen kanssa","potassium phosphate, incl. combinations with other potassium salts",01509
2476,4,B05XA07,50,Kalsiumkloridi,calcium chloride,09840
2477,4,B05XA09,60,Natriumfosfaatti,sodium phosphate,09944
2478,4,B05XA11,61,Magnesiumkloridi,magnesium chloride,11036
2479,4,B05XA14,70,Natriumglyserofosfaatti,sodium glycerophosphate,00025
2480,4,B05XA16,80,Kardioplegialiuokset,cardioplegia solutions,09171
2481,4,B05XA30,90,Elektrolyyttiyhdistelmävalmisteet,combinations of electrolytes,00819
2482,4,B05XA31,100,Elektrolyyttien ja muiden lääkeaineiden yhdistelmävalmisteet,electrolytes in combination with other drugs,01101
2483,4,B05XB01,110,Arginiinihydrokloridi,arginine hydrochloride,09020
2484,4,B05XB02,120,Alanyyliglutamiini,alanyl glutamine,00626
2485,1,N1,22,Anestesia-aineet ja puudutteet,,01214
2486,2,N1A,10,Anestesia-aineet,,00338
2487,3,N1AA,10,Yleisanesteetit,,01376
2488,4,N1AAA,10,Halogenoidut hiilivedyt,,00374
2489,5,N01AB06,10,Isofluraani,isoflurane,01208
2490,5,N01AB07,20,Desfluraani,desflurane,00526
2491,5,N01AB08,30,Sevofluraani,sevoflurane,00605
