seq,lvl,koodi,nimi
2789,5,P01AX11,"Nitatsoksanidi"
2790,5,A07AA06,"Paromomysiini"
2791,4,P1AB,"Malarialääkkeet"
2792,5,P01BA01,"Klorokiini"
2793,5,P01BA03,"Primakiini"
2794,5,P01BC01,"Kiniini"
2795,5,P01BC02,"Meflokiini"
2796,5,P01BD01,"Pyrimetamiini"
2797,5,P01BE02,"Artemeetteri"
2798,5,P01BE03,"Artesunaatti"
2799,5,P01BE04,"Artemotiili"
2800,5,P01BF01,"Artemisiniinijohdokset, yhdistelmävalmisteet"
2801,5,P1ABC,"Proguaniili, yhdistelmävalmisteet"
2802,6,NA,"MALARONE 250/100 mg tabletti, kalvopäällysteinen"
2803,6,NA,"MALARONE 62,5/25 mg tabletti, kalvopäällysteinen"
2804,5,J01AA02,"Doksisykliini"
2805,4,P1AC,"Leishmaniaasi- ja trypanosomiaasilääkkeet"
2806,5,P01CB01,"Meglumiiniantimonaatti"
2807,5,P01CX04,"Miltefosiini"
2808,5,J02AA01,"Amfoterisiini"
2809,3,P1B,"Matolääkkeet"
2810,4,P1BA,"Sukkulamatolääkkeet"
2811,5,P02CA01,"Mebendatsoli"
2812,5,P02CA03,"Albendatsoli"
2813,5,P02CB02,"Dietyylikarbamatsiini"
2814,5,P02CC01,"Pyranteeli"
2815,5,P02CF01,"Ivermektiini"
2816,5,P02CX01,"Pyrviini"
2817,4,P1BB,"Laakamatolääkkeet"
2818,5,P02DA01,"Niklosamidi"
2819,4,P1BC,"Imumatolääkkeet"
2820,5,P02BA01,"Pratsikvanteeli"
2821,5,P02BX04,"Triklabendatsoli"
2822,3,P1C,"Ulkoloisten häätön käytettävät lääkkeet"
2823,4,P03AA54,"Bentsyylibentsoaatti ja disulfiraami"
2824,4,P03AC04,"Permetriini"
2825,4,P03AX01,"Bentsyylibentsoaatti"
2826,4,P03AX03,"Malationi"
2827,2,V1,"Allergeenit"
2828,3,V01AA02,"Siitepöly"
2829,3,V01AA03,"Huonepölypunkki"
2830,3,V01AA07,"Hyönteiset"
2831,3,V01AA11,"Eläimet"
2832,3,V01AA20,"Muut allergeenit"
2833,2,A1J,"Aminohapot, entsyymit ja muut aineenvaihduntasairauksien lääkkeet"
2834,3,A1JA,"Aminohapot"
2835,4,A16AA01,"Levokarnitiini"
2836,4,A16AA04,"Merkaptamiini"
2837,4,A16AA05,"Karglumiinihappo"
2838,4,A16AA06,"Betaiini"
2839,4,A16AA07,"Metreleptiini"
2840,4,B05XB01,"Arginiinihydrokloridi"
2841,3,A1JB,"Entsyymit"
2842,4,A16AB02,"Imigluseraasi"
2843,4,A16AB03,"Agalsidaasialfa"
2844,4,A16AB04,"Agalsidaasibeeta"
2845,4,A16AB05,"Laronidaasi"
2846,4,A16AB07,"Alglukosidaasialfa"
2847,4,A16AB08,"Galsulfaasi"
2848,4,A16AB09,"Idursulfaasi"
2849,4,A16AB10,"Velagluseraasialfa"
2850,4,A16AB13,"Asfotaasialfa"
2851,4,A16AB14,"Sebelipaasialfa"
2852,4,A16AB15,"Velmanaasi alfa"
2853,4,A16AB17,"Serliponaasi alfa"
2854,4,A16AB18,"Vestronidaasi alfa"
2855,4,A16AB20,"Pegunigalsidaasi alfa"
2856,4,A16AB22,"Avalglukosidaasi alfa"
2857,4,A16AB23,"Sipaglukosidaasi alfa"
2858,4,A16AB24,"Pegtsilarginaasi"
2859,4,A16AB25,"Olipudaasi alfa"
2860,4,A16AB26,"Eladokageenieksuparvoveekki"
2861,3,A1JC,"Muut aineenvaihduntasairauksien lääkkeet"
2862,4,A16AX03,"Natriumfenyylibutyraatti"
2863,4,A16AX04,"Nitisinoni"
2864,4,A16AX05,"Sinkkiasetaatti"
2865,4,A16AX06,"Miglustaatti"
2866,4,A16AX07,"Sapropteriini"
2867,4,A16AX09,"Glyserolifenyylibutyraatti"
2868,4,A16AX10,"Eliglustaatti"
2869,4,A16AX11,"Natriumbentsoaatti"
2870,4,A16AX12,"Trientiini"
2871,4,A16AX14,"Migalastaatti"
2872,4,A16AX15,"Telotristaatti"
2873,4,A16AX16,"Givosiraani"
2874,4,A16AX19,"Fosdenopteriini"
2875,4,A16AX20,"Lonafarnibi"
2876,4,A16AX21,"Elivaldogeeniautotemseeli"
2877,3,A1JD,"Lihasdystrofioiden lääkkeet"
2878,4,M09AX03,"Atalureeni"
2879,4,M09AX07,"Nusinerseeni"
2880,4,M09AX09,"Onasemnogeeniabeparvoveekki"
2881,4,M09AX10,"Risdiplaami"
2882,4,H02AB18,"Vamoroloni"
2883,2,V2,"Myrkytysten, yliannostusten ym. hoito"
2884,3,V2A,"Myrkytysten antidootit"
2885,4,A11HA02,"Pyridoksiini (B6-vitamiini)"
2886,4,B02BA01,"Fytomenadioni"
2887,4,D11AX03,"Kalsiumglukonaatti"
2888,4,J06AA03,"Käärmeenmyrkkyantitoksiini"
2889,4,M03CA01,"Dantroleeni"
2890,4,J06BB,"Käärmeenmyrkkyantitoksiini"
2891,5,NA,"Ei valmisteita tällä hetkellä"
2892,4,N04BC01,"Bromokriptiini"
2893,4,R06AX02,"Syproheptadiini"
2894,4,V03ABXX,"DMPS, DMSA, suksimeeri ja muut"
2895,5,NA,"DOUBLEPEN OA AUTOINJEKTORI, KYNÄ"
2896,5,NA,"SUCCICAPTAL 200 mg kapseli"
2897,4,V03AB01,"Ipekakuana"
2898,4,V03AB03,"Edetaatit"
2899,4,V03AB04,"Pralidoksiimi"
2900,4,V03AB06,"Tiosulfaatti"
2901,4,V03AB13,"Obidoksiimi"
2902,4,V03AB14,"Protamiini"
2903,4,V03AB15,"Naloksoni"
2904,4,V03AB16,"Etanoli"
2905,4,V03AB17,"Metyylitioniini"
2906,4,V03AB19,"Fysostigmiini"
2907,4,V03AB21,"Kaliumjodidi"
2908,4,V03AB23,"Asetyylikysteiini"
2909,4,V03AB24,"Digitaliksen vasta-aine"
2910,4,V03AB25,"Flumatseniili"
2911,4,V03AB27,"4-dimetyyliaminofenoli"
2912,4,V03AB31,"Preussinsini"
2913,4,V03AB33,"Hydroksokobalamiini"
2914,4,V03AB34,"Fomepitsoli"
2915,4,V03AB35,"Sugammadeksi"
2916,4,V03AB37,"Idarusitsumabi"
2917,4,V03AB38,"Andeksaneetti alfa"
2918,4,V03AX,"Silibiini"
2919,5,NA,"LEGALON SIL 528,5 mg (350 mg) infuusiokuiva-aine, liuosta varten"
2920,3,V2B,"Rautaa kelatoivat aineet"
2921,4,V03AC01,"Desferrioksamiini"
2922,4,V03AC02,"Deferiproni"
2923,4,V03AC03,"Deferasiroksi"
2924,3,V2C,"Hyperkalemia- ja hyperfosfatemialääkkeet"
2925,4,V03AE01,"Polystyreenisulfonaatti"
2926,4,V03AE02,"Sevelameeri"
2927,4,V03AE03,"Lantaanikarbonaatti"
2928,4,V03AE04,"Kalsiumasetaatti ja magnesiumkarbonaatti"
2929,4,V03AE09,"Patiromeerikalsium"
2930,4,V03AE10,"Natriumsirkoniumsyklosilikaatti"
2931,3,V2D,"Hyperkalsemialääkkeet"
2932,4,V03AG01,"Fosfaatit"
2933,3,V2E,"Sytostaattihoidon haittoja vähentävät lääkkeet"
2934,4,V03AF01,"Mesna"
2935,4,V03AF02,"Deksratsoksaani"
2936,4,V03AF03,"Kalsiumfolinaatti"
2937,4,V03AF04,"Kalsiumlevofolinaatti"
2938,4,V03AF05,"Amifostiini"
2939,4,V03AF07,"Rasburikaasi"
2940,4,V03AF08,"Palifermiini"
2941,4,V03AF09,"Glukarpidaasi"
2942,4,V03AF10,"Natriumlevofolinaatti"
2943,4,B06AA03,"Hyaluronidaasi"
2944,3,V2F,"Hypoglykemialääkkeet"
2945,4,V03AH01,"Diatsoksidi"
2946,4,H04AA01,"Glukagoni"
2947,3,V2G,"Muut myrkytysten hoidossa käytettävät lääkkeet."
2948,4,A03BA01,"Atropiini"
2949,4,A07BA01,"Lääkehiili"
2950,4,H01CB02,"Oktreotidi"
2951,4,H04AA01,"Glukagoni"
2952,4,M01CC01,"Penisillamiini"
2953,4,N02CA04,"Metysergidi"
2954,2,V3,"Diagnostiset aineet"
2955,3,V3A,"Tuberkuliinitesti"
2956,4,V04CF01,"Tuberkuliini"
2957,4,V04CFXX,"Mycobacterium tuberculosis -bakteerista peräisin olevat antigeenit rdESAT-6 ja rCFP-10"
2958,5,NA,"Ei valmisteita tällä hetkellä"
2959,3,V04CL,"Allergiatestit"
2960,4,NA,"DAP PENICILLIN KUIVA-AINE ALLERGIATESTIIN JA LIUOTIN"
2961,4,NA,"N-002A Nickelsulfate Hexahydrate pet 5 % voide"
2962,4,NA,"N-002B Nickelsulfate Hexahydrate pet 2,5 % voide"
2963,4,NA,"SOLUPRICK POSITIIVINEN KONTROLLI 10 mg/ml liuos ihopistotestiin"
2964,4,NA,"SOLUPRICK SQ BETULA VERRUCOSA 10 HEP liuos ihopistotestiin"
2965,4,NA,"SOLUPRICK SQ DERMATOPHAGOIDES PTERONYSSINUS 10 HEP liuos ihopistotestiin"
2966,4,NA,"SOLUPRICK SQ FELIS DOMESTICUS 10 HEP liuos ihopistotestiin"
2967,4,NA,"SOLUPRICK SQ VESPULA SPP 10 mikrog/ml, 100 mikrog/ml, 300 mikrog/ml liuos ihopistotestiin"
2968,3,V3D,"Hedelmällisyystestit"
2969,4,V04CM01,"Gonadoreliini"
2970,3,V3C,"Aivolisäkkeen toimintatestit"
2971,4,V04CD01,"Metyraponi"
2972,4,V04CD04,"Kortikoliberiini"
2973,4,V04CD05,"Somatoreliini"
2974,4,V04CD06,"Masimoreliini"
2975,4,V04CJ02,"Protireliini"
2976,3,V04CX,"Muut diagnostiset aineet"
2977,4,V04CX01,"Indosyaanivihreä"
2978,4,V04CX04,"Mannitoli"
2979,4,V04CX07,"Edrofonium"
2980,4,V04CH02,"Indigokarmiini"
2981,4,V04CK01,"Sekretiini"
2982,4,C01EB21,"Regadenosoni"
2983,2,V4,"Tekniset valmisteet"
2984,3,V07AB,"Liuottimet, laimentimet, huuhteluliuokset"
2985,4,NA,"AQUA STERILISATA BRAUN infuusioneste, liuos"
2986,4,NA,"AQUA STERILISATA BRAUN liuotin parenteraaliseen käyttöön"
2987,4,NA,"AQUA STERILISATA FRESENIUS KABI injektioneste, liuos"
2988,4,NA,"NATRIUMKLORID BRAUN 9 mg/ml injektioneste, liuos"
2989,4,NA,"NATRIUMKLORID FRESENIUS KABI 9 mg/ml injektioneste, liuos"
2990,4,NA,"STERIILI VESI BAXTER VIAFLO liuotin parenteraaliseen käyttöön"
2991,2,V5,"Varjoaineet"
2992,3,V5A,"Jodia sisältävät varjoaineet"
2993,4,V08AA01,"Diatritsoiinihappo"
2994,4,V08AB02,"Joheksoli"
2995,4,V08AB03,"Joksagliinihappo"
2996,4,V08AB04,"Jopamidoli"
2997,4,V08AB05,"Jopromidi"
2998,4,V08AB07,"Joversoli"
2999,4,V08AB09,"Jodiksanoli"
3000,4,V08AB10,"Jomeproli"
3001,4,V08AB11,"Jobitridoli"
3002,3,V5B,"Jodittomat varjoaineet"
3003,4,V08BA01,"Bariumsulfaattivalmisteet"
3004,3,V5C,"MRI-kuvausaineet"
3005,4,V08CA01,"Gadopenteettihappo"
3006,4,V08CA02,"Gadoteerihappo"
3007,4,V08CA03,"Gadodiamidi"
3008,4,V08CA04,"Gadoteridoli"
3009,4,V08CA05,"Mangafodipiiri"
3010,4,V08CA06,"Gadoversetamidi"
3011,4,V08CA08,"Gadobeenihappo"
3012,4,V08CA09,"Gadobutroli"
3013,4,V08CA10,"Gadoksetiinihappo"
3014,4,V08CA11,"Gadofosveseetti"
3015,4,V08CA12,"Gadopiklenoli"
3016,4,V08CB01,"Ferumoksiili"
3017,3,V5D,"Ultraäänikuvausaineet"
3018,4,V08DA01,"Ihmisen albumiinin mikropartikkelit"
3019,4,V08DA05,"Rikkiheksafluoridi"
3020,2,V6,"Radioaktiiviset lääkevalmisteet"
3021,3,V6A,"Diagnostiset radioaktiiviset lääkevalmisteet"
3022,4,VG03,"Munuaiset"
3023,5,V09CA03,"Teknetium[99mTc]-mertiatidi"
3024,4,V09B,"Luusto"
3025,5,NA,"Ei valmisteita tällä hetkellä"
3026,4,V09D,"Maksa ja retukuloenditeliaalijärjestelmä"
3027,5,NA,"Ei valmisteita tällä hetkellä"
3028,4,V09E,"Hengityselimet"
3029,5,NA,"Ei valmisteita tällä hetkellä"
3030,4,V09F,"Kilpirauhanen"
3031,5,NA,"Ei valmisteita tällä hetkellä"
3032,4,V09G,"Sydän ja verisuonet"
3033,5,V09GA01,"Teknetium(99mTc)sestamibi"
3034,5,V09GA02,"Teknetium(99mTc)tetrofosmiini"
3035,4,V09H,"Tulehdusten ja infektioiden diagnosointi"
3036,5,NA,"Ei valmisteita tällä hetkellä"
3037,4,V09I,"Kasvainten diagnosointi"
3038,5,V09IX12,"Flusikloviini(18F)"
3039,5,V09IX14,"Gallium(68Ga)gotsetotidi"
3040,5,V09IX16,"Piflufolastaatti(18F)"
3041,4,V6AA,"Keskushermosto"
3042,5,V09AX07,"Flortausipiiri (18F)"
3043,3,V6B,"Terapeuttiset radioaktiiviset lääkevalmisteet"
3044,4,V10A,"Tulehdusta lievittävät valmisteet"
3045,5,NA,"Ei valmisteita tällä hetkellä"
3046,4,V10B,"Kipua lievittävät (luustoon hakeutuvat) valmisteet"
3047,5,V10XX03,"Radium[223Ra]-dikloridi"
3048,4,V6BC,"Muut terapeuttiset radioaktiiviset lääkevalmisteet"
3049,5,V10XX02,"Ibritumomabitiuksetaani [90Y]"
3050,5,V10XX04,"Lutetium(177Lu)oksodotreotidi"
3051,5,V10XX05,"Lutetium(177Lu)vipivotiditetraksetaani"
